Genome ID,Genome Name,Organism Name,Species,NCBI Taxon ID,Genome Status,Strain,MLST,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Sequences,Genome Length,GC Content,PATRIC CDS,BRC1 CDS,RefSeq CDS,Fermentation,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Date Inserted,Date Modified
1685.44,Bifidobacterium breve strain BR-20,,breve,1685,WGS,BR-20,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047602,GCF_001685825.1,,BCXR00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,100x,ABySS v. 1.3.5,,,52,,2335471,58.77,2031,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-09-11T13:37:53.473Z,2016-09-11T13:37:53.473Z
1685.45,Bifidobacterium breve strain BR-21,,breve,1685,WGS,BR-21,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047603,GCF_001685845.1,,BCXS00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,170x,ABySS v. 1.3.5,,,66,,2614621,59.16,2396,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-09-11T13:43:38.363Z,2016-09-11T13:43:38.363Z
1685.10,Bifidobacterium breve strain BR3,,breve,1685,Complete,BR3,,,,2015-09-14T00:00:00Z,,PRJNA270903,SAMN03271681,GCA_001281425.1,,"CP010413,CP010414","NZ_CP010413.1,NZ_CP010414.1",Yonsei University,,PacBio,115.32x,SMRT pipe v. Aug 2014,1,1,2,,2426006,59.09,2182,,2168,,,,,2001-08-13,South Korea,Korea,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Genome sequence of Bifidobacterium breve BR3,,2016-01-17T17:06:12.091Z,2016-01-17T17:06:12.091Z
1685.71,Bifidobacterium breve strain BR3,,breve,1685,Plasmid,BR3,,,,2015-09-14T00:00:00Z,,PRJNA270903,SAMN03271681,GCA_001281425.1,,CP010414,,Yonsei University,,PacBio,115.32x,SMRT pipe v. Aug 2014,,1,1,,4891,61.91,6,,6,,,,,2001-08-13,South Korea,Korea,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Genome sequence of Bifidobacterium breve BR3,,2017-12-29T23:58:27.878Z,2017-12-29T23:58:27.878Z
1685.33,Bifidobacterium breve strain BR-A29,,breve,1685,WGS,BR-A29,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047604,GCF_001685865.1,,BCXT00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,90x,ABySS v. 1.3.5,,,62,,2387635,58.76,2096,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-08-26T20:59:53.869Z,2016-08-26T20:59:53.869Z
1685.46,Bifidobacterium breve strain BR-C29,,breve,1685,WGS,BR-C29,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047605,GCF_001685885.1,,BCXU00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,100x,ABySS v. 1.3.5,,,41,,2287657,58.86,2020,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-09-11T13:44:09.329Z,2016-09-11T13:44:09.329Z
1685.47,Bifidobacterium breve strain BR-H29,,breve,1685,WGS,BR-H29,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047606,GCF_001685905.1,,BCXV00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,90x,ABySS v. 1.3.5,,,39,,2470837,59.25,2205,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-09-11T13:47:21.856Z,2016-09-11T13:47:21.856Z
1685.48,Bifidobacterium breve strain BR-I29,,breve,1685,WGS,BR-I29,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047607,GCF_001685925.1,,BCXW00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,80x,ABySS v. 1.3.5,,,39,,2249921,58.69,1972,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-09-11T13:45:10.759Z,2016-09-11T13:45:10.759Z
1685.49,Bifidobacterium breve strain BR-L29,,breve,1685,WGS,BR-L29,,,,2016-07-09T00:00:00Z,27340092,PRJDB4597,SAMD00047608,GCF_001685945.1,,BCXX00000000,,"Gastrointestinal Symbiosis, Basic Research, Yakult Central Institute",,Illumina MiSeq,200x,ABySS v. 1.3.5,,,44,,2344657,59,2094,,,,gut_human,infant feces,isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin,,Japan,Japan,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,PRJDB4041 has been replaced by PRJDB4597. The strains were isolated from infant feces by using bifidobacteria-specific TOS propionate agar plates supplemented with 50 mg/L mupirocin. The draft genomes of the strains were sequenced with the MiSeq sequencing platform. Multiplexed shotgun libraries were constructed using the Nextera XT DNA Sample Prep Kit v2. The resulting paired-end sequence reads (250 bp ? 2) were assembled into contigs using the assembly software ABySS 1.3.5.,,2016-09-11T13:47:53.010Z,2016-09-11T13:47:53.010Z
1685.59,Bifidobacterium breve strain CECT7263,,breve,1685,WGS,CECT7263,,,,2017-03-14T00:00:00Z,,,,,,MWVR00000000,,,,,,,,,25,,2330408,58.9,2069,,1989,,milk_human,milk,,,Spain,Spain,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,,,2017-05-27T11:20:56.262Z,2017-05-27T11:20:56.262Z
1685.91,Bifidobacterium breve strain CNCM I-4321,,breve,1685,Complete,CNCM I-4321,,,,2017-12-13T00:00:00Z,,PRJNA384070,SAMN06827913,GCA_002838585.1,,CP021559,,University College Cork,,PacBio,339.0x,SMRT Analysis v. Jan 2016,1,,1,,2464852,58.95,2234,,2082,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:24:54.787Z,2018-01-01T05:24:54.787Z
1685.73,Bifidobacterium breve strain DRBB26,,breve,1685,Complete,DRBB26,,,,2017-12-13T00:00:00Z,,PRJNA384072,SAMN06827973,GCA_002838225.1,,CP021390,,University College Cork,,PacBio,335.0x,SMRT Analysis v. Jan 2016,1,,1,,2396387,58.55,2102,,1978,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:22:10.097Z,2018-01-01T05:22:10.097Z
1685.84,Bifidobacterium breve strain DRBB27,,breve,1685,Complete,DRBB27,,,,2017-12-13T00:00:00Z,,PRJNA384073,SAMN06827975,GCA_002838445.1,,CP021552,,University College Cork,,PacBio,349.0x,SMRT Analysis v. Jan 2016,1,,1,,2435083,58.89,2208,,2079,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:24:09.606Z,2018-01-01T05:24:09.606Z
1685.87,Bifidobacterium breve strain DRBB28,,breve,1685,Complete,DRBB28,,,,2017-12-13T00:00:00Z,,PRJNA384074,SAMN06827976,GCA_002838505.1,,CP021553,,University College Cork,,PacBio,391.0x,SMRT Analysis v. Jan 2016,1,,1,,2462170,58.97,2208,,2096,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:25:06.147Z,2018-01-01T05:25:06.147Z
1685.97,Bifidobacterium breve strain DRBB29 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387697,SAMN07160978,GCA_002838705.1,,CP023198,,University College Cork,,PacBio,362.0x,SMRT Analysis v. Jan 2016,1,,1,,2435086,58.89,2208,,2084,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:25:51.844Z,2018-01-01T05:25:51.844Z
1685.98,Bifidobacterium breve strain DRBB30 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387698,SAMN07160979,GCA_002838725.1,,CP023199,,University College Cork,,PacBio,434.0x,SMRT Analysis v. Jan 2016,1,,1,,2471118,58.95,2227,,2098,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:26:21.377Z,2018-01-01T05:26:21.377Z
1685.170,Bifidobacterium breve strain DS15_17,,breve,1685,WGS,DS15_17,,,,2018-05-06T00:00:00Z,,PRJNA336518,SAMN06464121,GCA_003095095.1,,QDIS01000000,,USFDA,,Illumina MiSeq,52.4x,SPAdes v. 3.8.2,,,17,,2260680,58.876667,2077,,2010,,gut_lab,Commercial dietary supplements,,14-Sep-2016,USA,USA:MD,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Creation of a genome sequence database of live microorganisms found in dietary supplements and cultured foods to be used for strain verification and characterization.,sample_type:Single cell,2018-05-30T16:22:27.487Z,2018-05-30T16:22:27.487Z
1685.11,Bifidobacterium breve strain GED8481,,breve,1685,WGS,GED8481,,,,2016-02-02T00:00:00Z,,PRJNA272085,SAMN03842221,GCF_001546235.1,SRR2088902,LRPP00000000,,The Genome Institute at Washington University,,Illumina,99x,Velvet v. 1.1.06,,,29,,2358436,58.61,2247,,2255,,vaginal_human,Vagina,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,HMP reference genome,,2016-03-01T04:48:19.185Z,2016-03-01T04:48:19.185Z
1685.54,Bifidobacterium breve strain LMC520,,breve,1685,Complete,LMC520,,,,2017-02-08T00:00:00Z,,PRJNA369572,SAMN06240351,GCF_001990225.1,,CP019596,NZ_CP019596.1,Korea University,,PacBio,446.0x,PacBio SMRT Analysis v. v2.3,1,,1,,2403402,59,2194,,2083,,enviro,environment,,1900-01-01,,,,,,,,,,,,,,,,,,,,,,Genome sequencing of Bifidobacterium breve,sample_type:whole organism,2017-03-20T07:36:50.155Z,2017-03-20T07:36:50.155Z
1685.8,Bifidobacterium breve strain LMG 13208,,breve,1685,WGS,LMG 13208,,,,2014-08-18T00:00:00Z,"25085493,25107967",PRJNA239841,SAMN02673429,GCF_000741125.1,,JGYR01000000,,University of Parma,,Ion Torrent,21.1x,Mira v. 4.0,,,31,,2263780,58.88,2041,,1887,,gut_human,Infant intestine,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium genus sequencing,,2016-01-17T15:38:40.843Z,2016-01-17T15:38:40.843Z
1685.169,Bifidobacterium breve strain LMG S-29190,,breve,1685,WGS,LMG S-29190,,,,2018-02-02T00:00:00Z,,PRJNA388854,SAMN07187787,GCA_002914865.1,,NIGS01000000,,NIZO food research,,Illumina,339x,CLC NGS Cell v. 8,,,22,,2317196,58.751896,2044,,1972,,,,,2017,Italy,Italy,,,,,,,,,,,,,,,,,,,,"The VSL#3 product contains a mix of 8 different probiotic strains. These strains have been sequenced, assembled and annotated in this project",,2018-05-25T21:46:21.020Z,2018-05-25T21:46:21.020Z
1685.178,Bifidobacterium breve strain N6D12,,breve,1685,WGS,N6D12,,,,2018-08-10T00:00:00Z,28552417,PRJNA387952,SAMN07189843,GCA_003370105.1,,NJOA01000000,,University of Saskatchewan,,Illumina MiSeq,30x,SOAPdenovo v. 2.04-r240,,,42,,2290315,58.76348,2125,,2041,,vaginal_human,vaginal fluid,,2007,Kenya,Kenya: Nairobi,Homo sapiens,,,,,,,,,,,,,,,,,,,Whole genome sequencing of Bifidobacterium isolates from the human vagina.,sample_type:cultured isolate,2018-09-30T13:56:42.921Z,2018-09-30T13:56:42.921Z
1685.70,Bifidobacterium breve strain NCFB 2258,,breve,1685,Plasmid,NCFB 2258,,,,2016-07-26T00:00:00Z,10339821,,,,,AF085719,,,,,,,,1,1,,5750,56.9,10,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-12-29T16:43:57.159Z,2017-12-29T16:43:57.159Z
1685.74,Bifidobacterium breve strain NRBB01,,breve,1685,Complete,NRBB01,,,,2017-12-13T00:00:00Z,,PRJNA384038,SAMN06827008,GCA_002838245.1,,CP021384,,University College Cork,,PacBio,536.0x,SMRT Analysis v. Jan-2016,1,,1,,2269404,58.89,2020,,1902,,,,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:21:31.047Z,2018-01-01T05:21:31.047Z
1685.75,Bifidobacterium breve strain NRBB02,,breve,1685,Complete,NRBB02,,,,2017-12-13T00:00:00Z,,PRJNA384042,SAMN06827019,GCA_002838265.1,,CP021385,,University College Cork,,PacBio,85.0x,SMRT Analysis v. Jan-2016,1,,1,,2289884,58.59,2008,,1872,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:22:07.009Z,2018-01-01T05:22:07.009Z
1685.76,Bifidobacterium breve strain NRBB04,,breve,1685,Complete,NRBB04,,,,2017-12-13T00:00:00Z,,PRJNA384043,SAMN06827050,GCA_002838285.1,,CP021386,,University College Cork,,PacBio,168.0x,SMRT Analysis v. Jan 2016,1,,1,,2324647,58.71,2017,,1873,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:21:49.092Z,2018-01-01T05:21:49.092Z
1685.99,Bifidobacterium breve strain NRBB08 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387665,SAMN07160574,GCA_002838745.1,,CP023192,,University College Cork,,PacBio,91.0x,SMRT Analysis v. Jan 2016,1,,1,,2289759,58.59,2018,,1875,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:27:20.589Z,2018-01-01T05:27:20.589Z
1685.78,Bifidobacterium breve strain NRBB09,,breve,1685,Complete,NRBB09,,,,2017-12-13T00:00:00Z,,PRJNA384044,SAMN06827067,GCA_002838325.1,,CP021387,,University College Cork,,PacBio,445.0x,SMRT Analysis v. Jan 2016,1,,1,,2265557,58.69,1992,,1881,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:22:13.262Z,2018-01-01T05:22:13.262Z
1685.77,Bifidobacterium breve strain NRBB11,,breve,1685,Complete,NRBB11,,,,2017-12-13T00:00:00Z,,PRJNA384046,SAMN06827081,GCA_002838305.1,,CP021388,,University College Cork,,PacBio,397.0x,SMRT Analysis v. Jan 2016,1,,1,,2377562,58.72,2043,,1916,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:22:31.501Z,2018-01-01T05:22:31.501Z
1685.92,Bifidobacterium breve strain NRBB18 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387666,SAMN07160576,GCA_002838605.1,,CP023193,,University College Cork,,PacBio,197.0x,SMRT Analysis v. Jan 2016,1,,1,,2289686,58.59,2014,,1874,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:24:51.742Z,2018-01-01T05:24:51.742Z
1685.93,Bifidobacterium breve strain NRBB19 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387699,SAMN07160980,GCA_002838625.1,,CP023194,,University College Cork,,PacBio,112.0x,SMRT Analysis v. Jan 2016,1,,1,,2289726,58.59,2024,,1875,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:25:28.675Z,2018-01-01T05:25:28.675Z
1685.94,Bifidobacterium breve strain NRBB20 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387670,SAMN07160580,GCA_002838645.1,,CP023195,,University College Cork,,PacBio,111.0x,SMRT Analysis v. Jan 2016,1,,1,,2289892,58.59,2012,,1875,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:24:48.828Z,2018-01-01T05:24:48.828Z
1685.95,Bifidobacterium breve strain NRBB27 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387692,SAMN07160976,GCA_002838665.1,,CP023196,,University College Cork,,PacBio,147.0x,SMRT Analysis v. Jan 2016,1,,1,,2289838,58.59,2013,,1871,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:26:10.120Z,2018-01-01T05:26:10.120Z
1685.96,Bifidobacterium breve strain NRBB49 strain infant,,breve,1685,Complete,infant,,,,2017-12-13T00:00:00Z,,PRJNA387696,SAMN07160977,GCA_002838685.1,,CP023197,,University College Cork,,PacBio,346.0x,SMRT Analysis v. Jan 2016,1,,1,,2289791,58.59,2011,,1869,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:26:18.387Z,2018-01-01T05:26:18.387Z
1685.80,Bifidobacterium breve strain NRBB50,,breve,1685,Complete,NRBB50,,,,2017-12-13T00:00:00Z,,PRJNA384047,SAMN06827094,GCA_002838365.1,,CP021391,,University College Cork,,PacBio,125.0x,SMRT Analysis v. Jan 2016,1,,1,,2409058,58.79,2157,,2021,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:24:06.503Z,2018-01-01T05:24:06.503Z
1685.82,Bifidobacterium breve strain NRBB51,,breve,1685,Complete,NRBB51,,,,2017-12-13T00:00:00Z,,PRJNA384048,SAMN06827096,GCA_002838405.1,,CP021392,,University College Cork,,PacBio,471.0x,SMRT Analysis v. Jan 2016,1,,1,,2402272,59.02,2077,,1960,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:23:26.528Z,2018-01-01T05:23:26.528Z
1685.81,Bifidobacterium breve strain NRBB52,,breve,1685,Complete,NRBB52,,,,2017-12-13T00:00:00Z,,PRJNA384049,SAMN06827097,GCA_002838385.1,,CP021393,,University College Cork,,PacBio,354.0x,SMRT Analysis v. Jan 2016,1,,1,,2379672,58.87,2116,,1989,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:23:23.143Z,2018-01-01T05:23:23.143Z
1685.83,Bifidobacterium breve strain NRBB56,,breve,1685,Complete,NRBB56,,,,2017-12-13T00:00:00Z,,PRJNA384068,SAMN06827911,GCA_002838425.1,,CP021394,,University College Cork,,PacBio,179.0x,SMRT Analysis v. Jan 2016,1,,1,,2425122,58.93,2123,,1985,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:23:44.938Z,2018-01-01T05:23:44.938Z
1685.79,Bifidobacterium breve strain NRBB57,,breve,1685,Complete,NRBB57,,,,2017-12-13T00:00:00Z,,PRJNA384069,SAMN06827912,GCA_002838345.1,,CP021389,,University College Cork,,PacBio,206.0x,SMRT Analysis v. Jan 2016,1,,1,,2510381,59.38,2257,,2125,,,infant,,2014-10-01,Netherlands,Netherlands,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,Bifidobacterium breve infant isolate,sample_type:Genome,2018-01-01T05:23:19.546Z,2018-01-01T05:23:19.546Z
1685.52,Bifidobacterium breve strain RP2,,breve,1685,WGS,RP2,,,,2016-10-20T00:00:00Z,,PRJEB16050,SAMN05216468,GCA_900102865.1,SRR4228480,FNFW00000000,,DOE - JOINT GENOME INSTITUTE,,,,,,,25,,2260492,58.69,1975,,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,Bifidobacterium breve RP2,,2016-11-20T03:19:18.662Z,2016-11-20T03:19:18.662Z
1685.168,Bifidobacterium breve strain UMB0089,,breve,1685,,UMB0089,,,,2018-01-10T00:00:00Z,,PRJNA316969,SAMN07511392,GCA_002871815.1,,PNHM01000000,,Loyola University Chicago,,Illumina HiSeq,127.51x,Velvet v. 1.2,,,35,,,,2171,,2054,,other_human,catheter,isolated bacteria,2015,USA,"USA: Maywood, IL","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recently, bacterial communities (microbiota) have been discovered in the female bladder. Thus, the “sterile urine” paradigm is no longer valid. In an effort to provide a comprehensive view of the newly discovered female urinary microbiota (FUM), we have established an Enhanced Quantitative Urine Culture (EQUC) protocol. EQUC isolates bacteria from 75-90% of urine samples deemed ‘no growth’ by the standard clinical microbiology urine culture method. We have begun to sequence and annotate the genomes of these isolated bacteria.",,2018-05-25T15:54:27.529Z,2018-05-25T15:54:27.529Z
1685.167,Bifidobacterium breve strain UMB0915,,breve,1685,,UMB0915,,,,2017-12-28T00:00:00Z,,PRJNA316969,SAMN08193648,GCA_002861455.1,,PKGQ01000000,,Loyola University Chicago,,Illumina HiSeq,367.97x,Velvet v. 1.2,,,16,,,,2147,,2041,,,,isolated bacteria,2015,USA,"USA: Maywood, IL","Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Recently, bacterial communities (microbiota) have been discovered in the female bladder. Thus, the “sterile urine” paradigm is no longer valid. In an effort to provide a comprehensive view of the newly discovered female urinary microbiota (FUM), we have established an Enhanced Quantitative Urine Culture (EQUC) protocol. EQUC isolates bacteria from 75-90% of urine samples deemed ‘no growth’ by the standard clinical microbiology urine culture method. We have begun to sequence and annotate the genomes of these isolated bacteria.",,2018-05-25T12:52:54.208Z,2018-05-25T12:52:54.208Z
1685.179,Bifidobacterium breve strain W20-13,,breve,1685,WGS,W20-13,,,,2018-08-10T00:00:00Z,28552417,PRJNA387952,SAMN07189841,GCA_003370125.1,,NJOC01000000,,University of Saskatchewan,,Illumina MiSeq,19x,SOAPdenovo v. 2.04-r240,,,65,,2295149,58.61651,2173,,2060,,vaginal_human,vaginal fluid,,2005,Canada,Canada: Winnipeg,Homo sapiens,,,,,,,,,,,,,,,,,,,Whole genome sequencing of Bifidobacterium isolates from the human vagina.,sample_type:cultured isolate,2018-09-30T13:56:46.897Z,2018-09-30T13:56:46.897Z
1685.183,Bifidobacterium breve strain W56,,breve,1685,WGS,W56,,,,2018-08-10T00:00:00Z,28552417,PRJNA387952,SAMN07189842,GCA_003370265.1,,NJOB01000000,,University of Saskatchewan,,Illumina MiSeq,27x,SOAPdenovo v. 2.04-r240,,,37,,2364053,58.627655,2269,,2152,,vaginal_human,vaginal fluid,,2005,Canada,Canada: Winnipeg,Homo sapiens,,,,,,,,,,,,,,,,,,,Whole genome sequencing of Bifidobacterium isolates from the human vagina.,sample_type:cultured isolate,2018-09-30T14:00:18.423Z,2018-09-30T14:00:18.423Z
